GID_0,NAME_0,2000,2010,2020,2030,2040,2050,2060,2070,2080
ETH,Ethiopia,0.5015089183581581,0.8073109849591121,1.1379901826567367,1.474208406347352,1.8353342216705608,2.251153925720405,2.768513312889408,3.2720891744548286,3.8227496470989095
FIN,Finland,0.9034977743070419,1.478609372491706,2.0676792092519265,2.5394801309663957,3.096795487077269,3.7563204830639982,4.4815611120772685,5.261470428884846,5.919694038286601
FJI,Fiji,0.4081630842060062,0.5995764766179078,0.7827856185588431,1.0007114275127438,1.2745311547678413,1.6041718611480495,1.925821507230718,2.2987140628462988,2.6206413972462324
FLK,Falkland Islands,0.24969397650824654,0.39521026611328125,0.5701649983723959,0.7150594923231337,0.9397883945041232,1.2469469706217449,1.5180138481987848,1.8122240702311199,2.1245299445258246
FRA,France,0.47440867613456256,0.8351888777538568,1.10463603028582,1.4373078656619822,1.756993194605875,2.2492884219146236,2.7065660826553253,3.212319381339814,3.768543956043956
FRO,Faroe Islands,0.3990885416666667,0.6128709581163194,0.8201327853732638,0.9270528157552084,1.3303460015190973,1.6570841471354167,1.9756198459201388,2.203647189670139,2.4588080512152777
FSM,Micronesia,0.6608921931340144,0.9154952611678686,1.0277983836638622,1.2732880421173878,1.5720015305739183,1.9104567307692308,2.326167962489984,2.687234340569912,3.1769518729967947
GAB,Gabon,0.5110230691895731,0.8142847159570792,1.1003214768168381,1.401841672105344,1.7601096413352273,2.1414198067030097,2.5564951603769965,2.9953190384098587,3.474599777334152
GBR,United Kingdom,0.3916254370696941,0.6634934156110859,0.8569764310892151,1.0288330722295516,1.2536917412186674,1.5975130831031497,1.9725452916288753,2.403130604283476,2.823958505112137
GEO,Georgia,0.6855183555966332,1.0016306922549294,1.3386359441848028,1.7197636195591517,2.1679979960123696,2.7214687892368863,3.3438709803989957,3.8827659970238093,4.421160016741071
GGY,Guernsey,0.410516357421875,0.68974609375,0.818194580078125,1.06685791015625,1.203741455078125,1.589764404296875,2.01060791015625,2.53538818359375,2.957733154296875
GHA,Ghana,0.5556115555436644,0.8741348893675086,1.1628546727846747,1.4647293717893837,1.8824038152825342,2.2983592412243152,2.751737411708048,3.2204897527825342,3.7278835348886985
GIB,Gibraltar,0.463287353515625,0.81915283203125,1.01287841796875,1.443389892578125,1.782440185546875,2.19329833984375,2.527679443359375,2.975982666015625,3.515167236328125
GIN,Guinea,0.5016471746609296,0.8228874400182424,1.1552849784115244,1.520399994051396,1.9332382279604219,2.3455587474222717,2.821533203125,3.308250775797113,3.840161628529505
GLP,Guadeloupe,0.6075795491536459,0.8286463419596354,0.9958597819010416,1.2914962768554688,1.5883712768554688,1.9402745564778645,2.2690200805664062,2.7204462687174478,3.136693318684896
GMB,Gambia,0.4843845912388393,0.7719639369419643,1.0946018763950893,1.4685843331473214,1.8596043178013393,2.2695277622767858,2.7425362723214284,3.2002389090401784,3.613771275111607
GNB,Guinea-Bissau,0.4586807845474838,0.7446598201603084,1.0458905108563312,1.4080628234070618,1.8117402312043425,2.259538526658888,2.705694817877435,3.13602199802151,3.571201869419643
GNQ,Equatorial Guinea,0.5216959635416667,0.8138015747070313,1.0767822265625,1.3545537312825522,1.7019510904947917,2.071302286783854,2.4989781697591145,2.9475835164388022,3.395366414388021
GRC,Greece,0.6550349671556954,0.9930275297861756,1.2136821707006784,1.55622879697286,1.9537982980493216,2.456323293156315,2.9181094239300625,3.4310361348512526,3.925003465879436
GRD,Grenada,0.603240966796875,0.7882777622767857,1.0067923409598214,1.2859933035714286,1.5966709681919642,1.9462367466517858,2.2302769252232144,2.688323974609375,3.081146240234375
GRL,Greenland,0.7729176749540088,1.1701354536557713,1.631686616272354,2.089447342667066,2.767530997315393,3.5186354897535725,4.316052959484898,5.084998288696843,5.903308697698297
GTM,Guatemala,0.47788375051398024,0.767593062551398,1.106265580026727,1.4847590396278783,1.9861157869037829,2.4857624254728616,2.9900699013157896,3.5258994654605265,4.011669279399671
GUF,French Guiana,0.5186636788504464,0.8230418613978795,1.1208546229771206,1.4370640345982142,1.7933526175362724,2.1886215209960938,2.638301522391183,3.1219251360212055,3.587007577078683
GUM,Guam,0.6299514770507812,0.8559417724609375,0.964202880859375,1.2449111938476562,1.5340423583984375,1.9838638305664062,2.3771209716796875,2.7021255493164062,3.0793228149414062
